event_id,user_id,event_timestamp,event_date,event_hour,day_of_week,category,action_type,reactions_received,session_id
E1041936,U104926,2025-12-27 12:34:14,2025-12-27,12,Saturday,Food & Drink,pick,7,S4926_26
E1029233,U103392,2025-12-27 12:34:38,2025-12-27,12,Saturday,Fashion & Beauty,share,0,S3392_26
E1016175,U101881,2025-12-27 12:35:59,2025-12-27,12,Saturday,Movies & TV,pick,4,S1881_26
E1008734,U101017,2025-12-27 12:38:24,2025-12-27,12,Saturday,Fashion & Beauty,pick,6,S1017_26
E1024957,U102905,2025-12-27 12:38:51,2025-12-27,12,Saturday,Music,browse,0,S2905_26
E1013981,U101641,2025-12-27 12:40:47,2025-12-27,12,Saturday,Travel,browse,0,S1641_26
E1031069,U103585,2025-12-27 12:43:48,2025-12-27,12,Saturday,Sports,pick,1,S3585_26
E1008378,U100985,2025-12-27 12:47:02,2025-12-27,12,Saturday,Travel,share,0,S985_26
E1012328,U101455,2025-12-27 12:47:09,2025-12-27,12,Saturday,Food & Drink,browse,0,S1455_26
E1016242,U101894,2025-12-27 12:48:30,2025-12-27,12,Saturday,Sports,browse,0,S1894_26
E1006552,U100782,2025-12-27 12:50:48,2025-12-27,12,Saturday,Memes & Humour,pick,4,S782_26
E1017016,U102001,2025-12-27 12:50:59,2025-12-27,12,Saturday,Gaming,pick,2,S2001_26
E1017700,U102064,2025-12-27 12:51:44,2025-12-27,12,Saturday,Movies & TV,browse,0,S2064_26
E1013993,U101641,2025-12-27 12:52:10,2025-12-27,12,Saturday,Tech & Gadgets,browse,0,S1641_26
E1030134,U103479,2025-12-27 12:52:48,2025-12-27,12,Saturday,Tech & Gadgets,browse,0,S3479_26
E1035113,U104116,2025-12-27 12:53:40,2025-12-27,12,Saturday,Sports,browse,0,S4116_26
E1003537,U100419,2025-12-27 12:55:17,2025-12-27,12,Saturday,Memes & Humour,comment,11,S419_26
E1028123,U103271,2025-12-27 12:57:16,2025-12-27,12,Saturday,Memes & Humour,browse,0,S3271_26
E1003788,U100454,2025-12-27 12:58:05,2025-12-27,12,Saturday,Current Affairs,browse,0,S454_26
E1007923,U100943,2025-12-27 12:59:55,2025-12-27,12,Saturday,Tech & Gadgets,browse,0,S943_26
E1031052,U103585,2025-12-27 13:05:56,2025-12-27,13,Saturday,Music,pick,5,S3585_26
E1016855,U101979,2025-12-27 13:06:28,2025-12-27,13,Saturday,Music,pick,6,S1979_26
E1014809,U101740,2025-12-27 13:06:29,2025-12-27,13,Saturday,Movies & TV,pick,4,S1740_26
E1018962,U102202,2025-12-27 13:06:35,2025-12-27,13,Saturday,Gaming,browse,0,S2202_26
E1019750,U102301,2025-12-27 13:06:38,2025-12-27,13,Saturday,Sports,pick,5,S2301_26
E1041931,U104926,2025-12-27 13:08:32,2025-12-27,13,Saturday,Memes & Humour,react,0,S4926_26
E1023607,U102725,2025-12-27 13:08:54,2025-12-27,13,Saturday,Movies & TV,pick,9,S2725_26
E1019571,U102275,2025-12-27 13:12:18,2025-12-27,13,Saturday,Tech & Gadgets,pick,3,S2275_26
E1004955,U100580,2025-12-27 13:12:51,2025-12-27,13,Saturday,Sports,browse,0,S580_26
E1013257,U101560,2025-12-27 13:13:37,2025-12-27,13,Saturday,Food & Drink,browse,0,S1560_26
E1018965,U102202,2025-12-27 13:14:30,2025-12-27,13,Saturday,Fashion & Beauty,browse,0,S2202_26
E1019706,U102297,2025-12-27 13:15:34,2025-12-27,13,Saturday,Fashion & Beauty,browse,0,S2297_26
E1009649,U101133,2025-12-27 13:16:41,2025-12-27,13,Saturday,Sports,pick,1,S1133_26
E1011188,U101321,2025-12-27 13:19:34,2025-12-27,13,Saturday,Food & Drink,pick,7,S1321_26
E1041435,U104884,2025-12-27 13:19:39,2025-12-27,13,Saturday,Movies & TV,browse,0,S4884_26
E1036627,U104312,2025-12-27 13:20:13,2025-12-27,13,Saturday,Sports,pick,7,S4312_26
E1007881,U100941,2025-12-27 13:21:25,2025-12-27,13,Saturday,Fashion & Beauty,react,0,S941_26
E1038357,U104523,2025-12-27 13:21:36,2025-12-27,13,Saturday,Memes & Humour,browse,0,S4523_26
E1039809,U104691,2025-12-27 13:25:32,2025-12-27,13,Saturday,Tech & Gadgets,pick,5,S4691_26
E1013598,U101604,2025-12-27 13:27:32,2025-12-27,13,Saturday,Movies & TV,browse,0,S1604_26
E1040603,U104781,2025-12-27 13:28:28,2025-12-27,13,Saturday,Movies & TV,browse,0,S4781_26
E1028121,U103271,2025-12-27 13:30:49,2025-12-27,13,Saturday,Movies & TV,react,0,S3271_26
E1010825,U101256,2025-12-27 13:33:42,2025-12-27,13,Saturday,Movies & TV,browse,0,S1256_26
E1027669,U103200,2025-12-27 13:35:35,2025-12-27,13,Saturday,Food & Drink,share,0,S3200_26
E1038447,U104544,2025-12-27 13:37:35,2025-12-27,13,Saturday,Sports,react,0,S4544_26
E1021459,U102458,2025-12-27 13:39:26,2025-12-27,13,Saturday,Lifestyle,browse,0,S2458_26
E1021367,U102453,2025-12-27 13:39:45,2025-12-27,13,Saturday,Movies & TV,browse,0,S2453_26
E1007856,U100935,2025-12-27 13:43:09,2025-12-27,13,Saturday,Memes & Humour,pick,3,S935_26
E1015016,U101754,2025-12-27 13:45:57,2025-12-27,13,Saturday,Movies & TV,browse,0,S1754_26
E1012326,U101455,2025-12-27 13:46:33,2025-12-27,13,Saturday,Food & Drink,react,0,S1455_26
E1018468,U102149,2025-12-27 13:47:15,2025-12-27,13,Saturday,Sports,browse,0,S2149_26
E1037735,U104430,2025-12-27 13:47:42,2025-12-27,13,Saturday,Gaming,pick,4,S4430_26
E1023596,U102725,2025-12-27 13:49:37,2025-12-27,13,Saturday,Movies & TV,pick,5,S2725_26
E1000586,U100073,2025-12-27 13:49:42,2025-12-27,13,Saturday,Gaming,react,0,S73_26
E1039428,U104653,2025-12-27 13:50:43,2025-12-27,13,Saturday,Movies & TV,browse,0,S4653_26
E1034769,U104068,2025-12-27 13:53:11,2025-12-27,13,Saturday,Travel,browse,0,S4068_26
E1010827,U101256,2025-12-27 13:54:35,2025-12-27,13,Saturday,Sports,browse,0,S1256_26
E1024112,U102780,2025-12-27 13:55:13,2025-12-27,13,Saturday,Movies & TV,pick,8,S2780_26
E1008812,U101031,2025-12-27 13:55:36,2025-12-27,13,Saturday,Movies & TV,pick,4,S1031_26
E1000393,U100043,2025-12-27 13:58:05,2025-12-27,13,Saturday,Fashion & Beauty,comment,11,S43_26
E1012380,U101466,2025-12-27 14:00:04,2025-12-27,14,Saturday,Tech & Gadgets,browse,0,S1466_26
E1036619,U104312,2025-12-27 14:00:46,2025-12-27,14,Saturday,Memes & Humour,react,0,S4312_26
E1022187,U102523,2025-12-27 14:02:31,2025-12-27,14,Saturday,Sports,react,0,S2523_26
E1005085,U100612,2025-12-27 14:02:42,2025-12-27,14,Saturday,Food & Drink,pick,6,S612_26
E1004252,U100497,2025-12-27 14:04:17,2025-12-27,14,Saturday,Music,share,0,S497_26
E1019392,U102250,2025-12-27 14:05:01,2025-12-27,14,Saturday,Movies & TV,pick,11,S2250_26
E1010543,U101228,2025-12-27 14:13:07,2025-12-27,14,Saturday,Sports,pick,7,S1228_26
E1040141,U104729,2025-12-27 14:13:11,2025-12-27,14,Saturday,Sports,browse,0,S4729_26
E1024672,U102864,2025-12-27 14:19:07,2025-12-27,14,Saturday,Tech & Gadgets,browse,0,S2864_26
E1026281,U103040,2025-12-27 14:19:55,2025-12-27,14,Saturday,Music,browse,0,S3040_26
E1019792,U102309,2025-12-27 14:20:41,2025-12-27,14,Saturday,Sports,pick,8,S2309_26
E1027618,U103186,2025-12-27 14:23:43,2025-12-27,14,Saturday,Tech & Gadgets,react,0,S3186_26
E1007922,U100943,2025-12-27 14:23:53,2025-12-27,14,Saturday,Memes & Humour,pick,8,S943_26
E1036615,U104312,2025-12-27 14:24:37,2025-12-27,14,Saturday,Tech & Gadgets,browse,0,S4312_26
E1030325,U103501,2025-12-27 14:25:11,2025-12-27,14,Saturday,Sports,browse,0,S3501_26
E1021007,U102421,2025-12-27 14:27:59,2025-12-27,14,Saturday,Gaming,pick,13,S2421_26
E1038840,U104606,2025-12-27 14:29:25,2025-12-27,14,Saturday,Fashion & Beauty,pick,6,S4606_26
E1008520,U101001,2025-12-27 14:29:44,2025-12-27,14,Saturday,Sports,pick,6,S1001_26
E1031072,U103585,2025-12-27 14:31:53,2025-12-27,14,Saturday,Books,browse,0,S3585_26
E1039819,U104691,2025-12-27 14:34:07,2025-12-27,14,Saturday,Fashion & Beauty,pick,5,S4691_26
E1002105,U100246,2025-12-27 14:38:14,2025-12-27,14,Saturday,Movies & TV,react,0,S246_26
E1019702,U102297,2025-12-27 14:38:46,2025-12-27,14,Saturday,Memes & Humour,browse,0,S2297_26
E1008726,U101017,2025-12-27 14:40:22,2025-12-27,14,Saturday,Tech & Gadgets,browse,0,S1017_26
E1022178,U102523,2025-12-27 14:46:36,2025-12-27,14,Saturday,Movies & TV,browse,0,S2523_26
E1014850,U101743,2025-12-27 14:48:40,2025-12-27,14,Saturday,Music,browse,0,S1743_26
E1030321,U103501,2025-12-27 14:50:04,2025-12-27,14,Saturday,Fashion & Beauty,browse,0,S3501_26
E1014442,U101706,2025-12-27 14:50:26,2025-12-27,14,Saturday,Sports,pick,6,S1706_26
E1010952,U101278,2025-12-27 14:52:01,2025-12-27,14,Saturday,Food & Drink,browse,0,S1278_26
E1013033,U101526,2025-12-27 14:52:47,2025-12-27,14,Saturday,Fashion & Beauty,react,0,S1526_26
E1006933,U100828,2025-12-27 14:59:11,2025-12-27,14,Saturday,Memes & Humour,pick,8,S828_26
E1040620,U104783,2025-12-27 14:59:35,2025-12-27,14,Saturday,Current Affairs,browse,0,S4783_26
E1000861,U100093,2025-12-27 15:02:55,2025-12-27,15,Saturday,Music,browse,0,S93_26
E1036300,U104269,2025-12-27 15:04:26,2025-12-27,15,Saturday,Food & Drink,browse,0,S4269_26
E1000554,U100064,2025-12-27 15:04:28,2025-12-27,15,Saturday,Memes & Humour,react,0,S64_26
E1022410,U102552,2025-12-27 15:04:37,2025-12-27,15,Saturday,Memes & Humour,pick,8,S2552_26
E1020096,U102341,2025-12-27 15:04:38,2025-12-27,15,Saturday,Sports,browse,0,S2341_26
E1024431,U102827,2025-12-27 15:05:22,2025-12-27,15,Saturday,Food & Drink,pick,8,S2827_26
E1034026,U103965,2025-12-27 15:05:40,2025-12-27,15,Saturday,Sports,browse,0,S3965_26
E1030056,U103470,2025-12-27 15:05:49,2025-12-27,15,Saturday,Lifestyle,browse,0,S3470_26
E1018482,U102149,2025-12-27 15:07:23,2025-12-27,15,Saturday,Music,pick,3,S2149_26
E1004939,U100580,2025-12-27 15:07:29,2025-12-27,15,Saturday,Travel,pick,4,S580_26
E1000088,U100010,2025-12-27 15:12:59,2025-12-27,15,Saturday,Gaming,react,0,S10_26
E1014792,U101740,2025-12-27 15:14:55,2025-12-27,15,Saturday,Food & Drink,browse,0,S1740_26
E1039442,U104653,2025-12-27 15:16:35,2025-12-27,15,Saturday,Sports,pick,6,S4653_26
E1013275,U101560,2025-12-27 15:18:38,2025-12-27,15,Saturday,Movies & TV,browse,0,S1560_26
E1038604,U104567,2025-12-27 15:19:13,2025-12-27,15,Saturday,Movies & TV,browse,0,S4567_26
E1031732,U103667,2025-12-27 15:19:36,2025-12-27,15,Saturday,Gaming,pick,4,S3667_26
E1008764,U101017,2025-12-27 15:30:01,2025-12-27,15,Saturday,Memes & Humour,pick,8,S1017_26
E1002174,U100253,2025-12-27 15:31:51,2025-12-27,15,Saturday,Sports,browse,0,S253_26
E1014996,U101754,2025-12-27 15:35:14,2025-12-27,15,Saturday,Music,browse,0,S1754_26
E1028217,U103282,2025-12-27 15:38:08,2025-12-27,15,Saturday,Movies & TV,pick,3,S3282_26
E1025276,U102937,2025-12-27 15:41:34,2025-12-27,15,Saturday,Gaming,pick,1,S2937_26
E1036317,U104271,2025-12-27 15:41:47,2025-12-27,15,Saturday,Sports,share,0,S4271_26
E1019409,U102250,2025-12-27 15:41:55,2025-12-27,15,Saturday,Tech & Gadgets,pick,5,S2250_26
E1013029,U101526,2025-12-27 15:45:00,2025-12-27,15,Saturday,Tech & Gadgets,pick,4,S1526_26
E1014860,U101743,2025-12-27 15:47:56,2025-12-27,15,Saturday,Memes & Humour,pick,13,S1743_26
E1015540,U101799,2025-12-27 15:48:52,2025-12-27,15,Saturday,Sports,react,0,S1799_26
E1006706,U100798,2025-12-27 15:49:53,2025-12-27,15,Saturday,Current Affairs,browse,0,S798_26
E1012283,U101453,2025-12-27 15:55:04,2025-12-27,15,Saturday,Food & Drink,browse,0,S1453_26
E1029799,U103441,2025-12-27 15:56:38,2025-12-27,15,Saturday,Music,react,0,S3441_26
E1007934,U100943,2025-12-27 15:59:11,2025-12-27,15,Saturday,Tech & Gadgets,comment,2,S943_26
E1040139,U104729,2025-12-27 15:59:41,2025-12-27,15,Saturday,Current Affairs,browse,0,S4729_26
E1020989,U102421,2025-12-27 16:00:22,2025-12-27,16,Saturday,Movies & TV,browse,0,S2421_26
E1010241,U101202,2025-12-27 16:06:44,2025-12-27,16,Saturday,Food & Drink,browse,0,S1202_26
E1009711,U101138,2025-12-27 16:07:28,2025-12-27,16,Saturday,Sports,browse,0,S1138_26
E1040819,U104808,2025-12-27 16:08:40,2025-12-27,16,Saturday,Gaming,browse,0,S4808_26
E1000104,U100010,2025-12-27 16:09:35,2025-12-27,16,Saturday,Sports,pick,8,S10_26
E1027621,U103186,2025-12-27 16:10:22,2025-12-27,16,Saturday,Books,react,0,S3186_26
E1008363,U100985,2025-12-27 16:12:01,2025-12-27,16,Saturday,Food & Drink,react,0,S985_26
E1002185,U100253,2025-12-27 16:12:34,2025-12-27,16,Saturday,Sports,browse,0,S253_26
E1006932,U100828,2025-12-27 16:13:59,2025-12-27,16,Saturday,Tech & Gadgets,browse,0,S828_26
E1036632,U104312,2025-12-27 16:14:58,2025-12-27,16,Saturday,Memes & Humour,pick,3,S4312_26
E1042030,U104936,2025-12-27 16:21:05,2025-12-27,16,Saturday,Movies & TV,pick,5,S4936_26
E1034779,U104068,2025-12-27 16:22:44,2025-12-27,16,Saturday,Movies & TV,react,0,S4068_26
E1025922,U103009,2025-12-27 16:24:20,2025-12-27,16,Saturday,Gaming,react,0,S3009_26
E1024429,U102827,2025-12-27 16:24:39,2025-12-27,16,Saturday,Gaming,pick,4,S2827_26
E1033283,U103878,2025-12-27 16:28:47,2025-12-27,16,Saturday,Movies & TV,browse,0,S3878_26
E1007203,U100854,2025-12-27 16:29:06,2025-12-27,16,Saturday,Movies & TV,share,0,S854_26
E1040545,U104776,2025-12-27 16:29:40,2025-12-27,16,Saturday,Travel,comment,3,S4776_26
E1039822,U104691,2025-12-27 16:33:53,2025-12-27,16,Saturday,Fashion & Beauty,browse,0,S4691_26
E1040550,U104776,2025-12-27 16:40:24,2025-12-27,16,Saturday,Travel,pick,5,S4776_26
E1012313,U101453,2025-12-27 16:40:45,2025-12-27,16,Saturday,Sports,pick,8,S1453_26
E1008819,U101031,2025-12-27 16:46:00,2025-12-27,16,Saturday,Gaming,comment,11,S1031_26
E1034366,U104010,2025-12-27 16:46:01,2025-12-27,16,Saturday,Memes & Humour,react,0,S4010_26
E1030311,U103501,2025-12-27 16:52:33,2025-12-27,16,Saturday,Sports,pick,11,S3501_26
E1030307,U103501,2025-12-27 16:53:40,2025-12-27,16,Saturday,Sports,pick,4,S3501_26
E1027106,U103120,2025-12-27 16:53:43,2025-12-27,16,Saturday,Current Affairs,browse,0,S3120_26
E1027117,U103120,2025-12-27 16:54:03,2025-12-27,16,Saturday,Fashion & Beauty,pick,2,S3120_26
E1000087,U100010,2025-12-27 16:54:15,2025-12-27,16,Saturday,Sports,pick,4,S10_26
E1015007,U101754,2025-12-27 16:58:39,2025-12-27,16,Saturday,Travel,react,0,S1754_26
E1015945,U101856,2025-12-27 16:58:55,2025-12-27,16,Saturday,Music,browse,0,S1856_26
E1025921,U103009,2025-12-27 17:00:30,2025-12-27,17,Saturday,Movies & TV,react,0,S3009_26
E1036237,U104261,2025-12-27 17:01:36,2025-12-27,17,Saturday,Fashion & Beauty,browse,0,S4261_26
E1027101,U103120,2025-12-27 17:03:20,2025-12-27,17,Saturday,Books,pick,3,S3120_26
E1006323,U100760,2025-12-27 17:04:54,2025-12-27,17,Saturday,Sports,pick,5,S760_26
E1019386,U102250,2025-12-27 17:06:47,2025-12-27,17,Saturday,Sports,pick,10,S2250_26
E1027120,U103120,2025-12-27 17:09:18,2025-12-27,17,Saturday,Food & Drink,browse,0,S3120_26
E1036279,U104268,2025-12-27 17:11:26,2025-12-27,17,Saturday,Fashion & Beauty,react,0,S4268_26
E1019398,U102250,2025-12-27 17:13:52,2025-12-27,17,Saturday,Movies & TV,pick,4,S2250_26
E1014971,U101753,2025-12-27 17:14:49,2025-12-27,17,Saturday,Movies & TV,pick,6,S1753_26
E1038829,U104606,2025-12-27 17:16:45,2025-12-27,17,Saturday,Sports,pick,8,S4606_26
E1024661,U102861,2025-12-27 17:17:07,2025-12-27,17,Saturday,Sports,comment,3,S2861_26
E1011200,U101321,2025-12-27 17:18:32,2025-12-27,17,Saturday,Current Affairs,comment,4,S1321_26
E1030336,U103501,2025-12-27 17:21:39,2025-12-27,17,Saturday,Current Affairs,browse,0,S3501_26
E1024953,U102905,2025-12-27 17:23:15,2025-12-27,17,Saturday,Food & Drink,share,0,S2905_26
E1017142,U102009,2025-12-27 17:24:50,2025-12-27,17,Saturday,Fashion & Beauty,browse,0,S2009_26
E1039815,U104691,2025-12-27 17:25:03,2025-12-27,17,Saturday,Fashion & Beauty,pick,1,S4691_26
E1023408,U102696,2025-12-27 17:26:28,2025-12-27,17,Saturday,Current Affairs,react,0,S2696_26
E1009702,U101138,2025-12-27 17:29:41,2025-12-27,17,Saturday,Movies & TV,share,0,S1138_26
E1019793,U102309,2025-12-27 17:29:43,2025-12-27,17,Saturday,Fashion & Beauty,share,0,S2309_26
E1000585,U100073,2025-12-27 17:31:47,2025-12-27,17,Saturday,Food & Drink,browse,0,S73_26
E1033709,U103929,2025-12-27 17:32:45,2025-12-27,17,Saturday,Fashion & Beauty,pick,4,S3929_26
E1019110,U102223,2025-12-27 17:32:59,2025-12-27,17,Saturday,Memes & Humour,comment,6,S2223_26
E1024104,U102780,2025-12-27 17:33:40,2025-12-27,17,Saturday,Memes & Humour,comment,10,S2780_26
E1012379,U101466,2025-12-27 17:34:49,2025-12-27,17,Saturday,Current Affairs,browse,0,S1466_26
E1036621,U104312,2025-12-27 17:35:34,2025-12-27,17,Saturday,Movies & TV,pick,3,S4312_26
E1015956,U101856,2025-12-27 17:39:21,2025-12-27,17,Saturday,Tech & Gadgets,browse,0,S1856_26
E1008525,U101001,2025-12-27 17:40:16,2025-12-27,17,Saturday,Movies & TV,pick,3,S1001_26
E1017689,U102064,2025-12-27 17:40:55,2025-12-27,17,Saturday,Memes & Humour,react,0,S2064_26
E1024954,U102905,2025-12-27 17:45:50,2025-12-27,17,Saturday,Sports,browse,0,S2905_26
E1017979,U102106,2025-12-27 17:48:03,2025-12-27,17,Saturday,Movies & TV,browse,0,S2106_26
E1020098,U102341,2025-12-27 17:48:08,2025-12-27,17,Saturday,Gaming,comment,3,S2341_26
E1004231,U100497,2025-12-27 17:49:55,2025-12-27,17,Saturday,Movies & TV,pick,5,S497_26
E1029781,U103441,2025-12-27 17:51:27,2025-12-27,17,Saturday,Food & Drink,pick,6,S3441_26
E1015724,U101819,2025-12-27 17:51:58,2025-12-27,17,Saturday,Food & Drink,comment,3,S1819_26
E1035114,U104116,2025-12-27 17:52:16,2025-12-27,17,Saturday,Memes & Humour,browse,0,S4116_26
E1000840,U100093,2025-12-27 17:57:42,2025-12-27,17,Saturday,Movies & TV,browse,0,S93_26
E1002231,U100257,2025-12-27 17:59:32,2025-12-27,17,Saturday,Memes & Humour,pick,8,S257_26
E1038845,U104606,2025-12-27 18:00:15,2025-12-27,18,Saturday,Gaming,pick,4,S4606_26
E1016504,U101925,2025-12-27 18:06:41,2025-12-27,18,Saturday,Sports,browse,0,S1925_26
E1006888,U100825,2025-12-27 18:08:08,2025-12-27,18,Saturday,Sports,pick,6,S825_26
E1016496,U101925,2025-12-27 18:08:41,2025-12-27,18,Saturday,Movies & TV,browse,0,S1925_26
E1007444,U100884,2025-12-27 18:09:00,2025-12-27,18,Saturday,Memes & Humour,comment,9,S884_26
E1007212,U100854,2025-12-27 18:10:09,2025-12-27,18,Saturday,Music,comment,4,S854_26
E1005354,U100635,2025-12-27 18:10:12,2025-12-27,18,Saturday,Travel,pick,5,S635_26
E1007910,U100943,2025-12-27 18:10:24,2025-12-27,18,Saturday,Memes & Humour,share,0,S943_26
E1014516,U101711,2025-12-27 18:12:52,2025-12-27,18,Saturday,Movies & TV,react,0,S1711_26
E1026357,U103045,2025-12-27 18:14:30,2025-12-27,18,Saturday,Sports,react,0,S3045_26
E1015953,U101856,2025-12-27 18:15:36,2025-12-27,18,Saturday,Gaming,pick,2,S1856_26
E1032446,U103786,2025-12-27 18:15:36,2025-12-27,18,Saturday,Gaming,react,0,S3786_26
E1023308,U102684,2025-12-27 18:17:17,2025-12-27,18,Saturday,Tech & Gadgets,browse,0,S2684_26
E1000855,U100093,2025-12-27 18:18:11,2025-12-27,18,Saturday,Sports,react,0,S93_26
E1024966,U102905,2025-12-27 18:19:01,2025-12-27,18,Saturday,Books,pick,0,S2905_26
E1015913,U101853,2025-12-27 18:19:35,2025-12-27,18,Saturday,Food & Drink,react,0,S1853_26
E1042109,U104944,2025-12-27 18:21:02,2025-12-27,18,Saturday,Gaming,pick,8,S4944_26
E1007882,U100941,2025-12-27 18:22:05,2025-12-27,18,Saturday,Sports,browse,0,S941_26
E1013567,U101604,2025-12-27 18:22:14,2025-12-27,18,Saturday,Food & Drink,pick,7,S1604_26
E1019267,U102238,2025-12-27 18:23:17,2025-12-27,18,Saturday,Sports,pick,6,S2238_26
E1011210,U101321,2025-12-27 18:24:46,2025-12-27,18,Saturday,Food & Drink,pick,3,S1321_26
E1027290,U103140,2025-12-27 18:24:51,2025-12-27,18,Saturday,Sports,browse,0,S3140_26
E1010833,U101256,2025-12-27 18:25:51,2025-12-27,18,Saturday,Movies & TV,browse,0,S1256_26
E1041449,U104884,2025-12-27 18:31:35,2025-12-27,18,Saturday,Tech & Gadgets,pick,8,S4884_26
E1032760,U103823,2025-12-27 18:35:11,2025-12-27,18,Saturday,Memes & Humour,react,0,S3823_26
E1042441,U104988,2025-12-27 18:36:05,2025-12-27,18,Saturday,Food & Drink,browse,0,S4988_26
E1019388,U102250,2025-12-27 18:37:04,2025-12-27,18,Saturday,Movies & TV,browse,0,S2250_26
E1019121,U102223,2025-12-27 18:37:24,2025-12-27,18,Saturday,Memes & Humour,pick,10,S2223_26
E1036605,U104312,2025-12-27 18:37:24,2025-12-27,18,Saturday,Tech & Gadgets,browse,0,S4312_26
E1006569,U100782,2025-12-27 18:38:26,2025-12-27,18,Saturday,Movies & TV,pick,8,S782_26
E1024452,U102827,2025-12-27 18:38:30,2025-12-27,18,Saturday,Movies & TV,browse,0,S2827_26
E1041532,U104890,2025-12-27 18:42:59,2025-12-27,18,Saturday,Food & Drink,browse,0,S4890_26
E1035835,U104210,2025-12-27 18:45:15,2025-12-27,18,Saturday,Food & Drink,browse,0,S4210_26
E1015947,U101856,2025-12-27 18:50:51,2025-12-27,18,Saturday,Food & Drink,react,0,S1856_26
E1013492,U101592,2025-12-27 18:51:18,2025-12-27,18,Saturday,Sports,browse,0,S1592_26
E1037375,U104389,2025-12-27 18:51:40,2025-12-27,18,Saturday,Books,browse,0,S4389_26
E1014862,U101743,2025-12-27 18:54:46,2025-12-27,18,Saturday,Fashion & Beauty,browse,0,S1743_26
E1036620,U104312,2025-12-27 18:55:53,2025-12-27,18,Saturday,Memes & Humour,share,0,S4312_26
E1036339,U104271,2025-12-27 18:59:21,2025-12-27,18,Saturday,Movies & TV,pick,7,S4271_26
E1036323,U104271,2025-12-27 18:59:44,2025-12-27,18,Saturday,Movies & TV,pick,3,S4271_26
E1000383,U100043,2025-12-27 19:01:47,2025-12-27,19,Saturday,Memes & Humour,pick,11,S43_26
E1003803,U100454,2025-12-27 19:05:32,2025-12-27,19,Saturday,Food & Drink,pick,8,S454_26
E1036278,U104268,2025-12-27 19:05:51,2025-12-27,19,Saturday,Movies & TV,react,0,S4268_26
E1006700,U100798,2025-12-27 19:06:09,2025-12-27,19,Saturday,Movies & TV,browse,0,S798_26
E1019118,U102223,2025-12-27 19:06:39,2025-12-27,19,Saturday,Current Affairs,pick,6,S2223_26
E1010528,U101228,2025-12-27 19:07:06,2025-12-27,19,Saturday,Memes & Humour,browse,0,S1228_26
E1013261,U101560,2025-12-27 19:07:11,2025-12-27,19,Saturday,Memes & Humour,browse,0,S1560_26
E1019745,U102301,2025-12-27 19:07:48,2025-12-27,19,Saturday,Music,pick,11,S2301_26
E1042324,U104975,2025-12-27 19:07:51,2025-12-27,19,Saturday,Current Affairs,pick,6,S4975_26
E1040546,U104776,2025-12-27 19:08:05,2025-12-27,19,Saturday,Travel,comment,3,S4776_26
E1026238,U103036,2025-12-27 19:08:20,2025-12-27,19,Saturday,Fashion & Beauty,react,0,S3036_26
E1014795,U101740,2025-12-27 19:08:48,2025-12-27,19,Saturday,Memes & Humour,pick,8,S1740_26
E1000534,U100064,2025-12-27 19:09:31,2025-12-27,19,Saturday,Sports,pick,15,S64_26
E1031048,U103585,2025-12-27 19:11:06,2025-12-27,19,Saturday,Music,browse,0,S3585_26
E1019382,U102250,2025-12-27 19:11:29,2025-12-27,19,Saturday,Sports,browse,0,S2250_26
E1038339,U104523,2025-12-27 19:11:57,2025-12-27,19,Saturday,Music,react,0,S4523_26
E1024942,U102905,2025-12-27 19:15:12,2025-12-27,19,Saturday,Sports,pick,8,S2905_26
E1006884,U100825,2025-12-27 19:15:21,2025-12-27,19,Saturday,Movies & TV,browse,0,S825_26
E1038350,U104523,2025-12-27 19:15:27,2025-12-27,19,Saturday,Memes & Humour,react,0,S4523_26
E1000862,U100093,2025-12-27 19:16:55,2025-12-27,19,Saturday,Sports,pick,16,S93_26
E1040031,U104707,2025-12-27 19:17:25,2025-12-27,19,Saturday,Food & Drink,browse,0,S4707_26
E1013479,U101592,2025-12-27 19:18:57,2025-12-27,19,Saturday,Sports,share,0,S1592_26
E1027102,U103120,2025-12-27 19:19:03,2025-12-27,19,Saturday,Gaming,browse,0,S3120_26
E1021462,U102458,2025-12-27 19:19:38,2025-12-27,19,Saturday,Lifestyle,react,0,S2458_26
E1010941,U101278,2025-12-27 19:20:27,2025-12-27,19,Saturday,Fashion & Beauty,browse,0,S1278_26
E1006561,U100782,2025-12-27 19:20:41,2025-12-27,19,Saturday,Movies & TV,pick,8,S782_26
E1018365,U102138,2025-12-27 19:21:18,2025-12-27,19,Saturday,Music,pick,2,S2138_26
E1002670,U100305,2025-12-27 19:22:46,2025-12-27,19,Saturday,Movies & TV,react,0,S305_26
E1007763,U100929,2025-12-27 19:22:54,2025-12-27,19,Saturday,Tech & Gadgets,browse,0,S929_26
E1013481,U101592,2025-12-27 19:23:04,2025-12-27,19,Saturday,Memes & Humour,pick,11,S1592_26
E1040617,U104783,2025-12-27 19:23:08,2025-12-27,19,Saturday,Sports,react,0,S4783_26
E1007900,U100941,2025-12-27 19:23:12,2025-12-27,19,Saturday,Sports,share,0,S941_26
E1017698,U102064,2025-12-27 19:24:02,2025-12-27,19,Saturday,Current Affairs,pick,2,S2064_26
E1018469,U102149,2025-12-27 19:24:03,2025-12-27,19,Saturday,Movies & TV,pick,10,S2149_26
E1040027,U104707,2025-12-27 19:24:16,2025-12-27,19,Saturday,Food & Drink,react,0,S4707_26
