user_id,waitlist_signup_date,acquisition_channel,device,region,age_group,onboarding_completed,onboarding_date,first_opinion_posted,first_post_date,active_week_1,user_segment,engagement_propensity
U102501,2025-10-01,organic,Android,Tier 1,45+,False,,False,,False,Dropped (no onboarding),0.308
U102502,2025-09-08,organic,Web,Tier 1,18-24,True,2025-09-10,False,,False,Browser,0.393
U102503,2025-09-25,app_store,Web,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.192
U102504,2025-09-30,organic,Android,Tier 1,25-34,True,2025-10-05,True,2025-10-11,True,Voter,0.52
U102505,2025-10-21,organic,Android,Metro,25-34,True,2025-10-28,False,,False,Browser,0.356
U102506,2025-11-12,organic,Android,Metro,25-34,True,2025-11-22,False,,False,Browser,0.239
U102507,2025-09-30,app_store,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.4
U102508,2025-10-27,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.093
U102509,2025-10-16,app_store,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.556
U102510,2025-09-30,organic,Android,Tier 2,25-34,True,2025-10-07,True,2025-10-09,True,Creator,0.714
U102511,2025-10-08,influencer,Android,Metro,18-24,True,2025-10-21,True,2025-10-23,True,Voter,0.565
U102512,2025-11-06,social_ads,iOS,Metro,25-34,True,2025-11-09,False,,False,Browser,0.245
U102513,2025-10-13,influencer,Android,Tier 3,35-44,True,2025-10-13,False,,True,Browser,0.416
U102514,2025-10-20,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.301
U102515,2025-11-03,social_ads,Android,Tier 1,18-24,True,2025-11-14,False,,False,Browser,0.142
U102516,2025-09-14,referral,iOS,Tier 2,25-34,True,2025-09-21,True,2025-09-28,True,Creator,0.859
U102517,2025-10-08,organic,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.78
U102518,2025-10-20,social_ads,Android,Metro,35-44,True,2025-10-24,True,2025-10-29,True,Voter,0.554
U102519,2025-09-05,social_ads,iOS,Metro,18-24,True,2025-09-10,False,,False,Browser,0.416
U102520,2025-09-11,app_store,iOS,Metro,18-24,True,2025-09-25,False,,False,Browser,0.624
U102521,2025-10-22,organic,Android,Metro,45+,False,,False,,False,Dropped (no onboarding),0.139
U102522,2025-09-14,organic,Android,Metro,18-24,True,2025-09-26,False,,False,Browser,0.368
U102523,2025-11-06,social_ads,Web,Tier 2,18-24,True,2025-11-14,True,2025-11-15,True,Voter,0.283
U102524,2025-10-27,app_store,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.635
U102525,2025-09-11,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.377
U102526,2025-09-03,referral,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.224
U102527,2025-11-04,social_ads,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.28
U102528,2025-09-07,influencer,iOS,Metro,18-24,True,2025-09-12,True,2025-09-19,False,Creator,0.761
U102529,2025-11-04,social_ads,iOS,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.173
U102530,2025-10-10,organic,iOS,Tier 1,18-24,True,2025-10-15,True,2025-10-22,False,Voter,0.146
U102531,2025-09-30,organic,iOS,Metro,18-24,True,2025-10-12,False,,False,Browser,0.087
U102532,2025-09-11,organic,iOS,Metro,18-24,True,2025-09-19,False,,True,Browser,0.711
U102533,2025-09-25,influencer,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.112
U102534,2025-09-11,organic,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.441
U102535,2025-10-24,referral,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.566
U102536,2025-11-20,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.304
U102537,2025-09-26,referral,Web,Tier 3,25-34,True,2025-10-02,False,,False,Browser,0.258
U102538,2025-09-19,social_ads,Web,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.167
U102539,2025-09-20,organic,Android,Metro,35-44,True,2025-09-27,False,,False,Browser,0.408
U102540,2025-09-17,influencer,Android,Tier 1,25-34,True,2025-09-28,False,,False,Browser,0.373
U102541,2025-09-13,app_store,Android,Tier 1,35-44,True,2025-09-20,False,,True,Browser,0.451
U102542,2025-10-06,referral,iOS,Tier 1,18-24,True,2025-10-09,True,2025-10-15,True,Voter,0.383
U102543,2025-09-17,influencer,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.017
U102544,2025-11-09,social_ads,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.387
U102545,2025-10-08,influencer,Android,Metro,18-24,True,2025-10-21,True,2025-10-22,True,Creator,0.73
U102546,2025-09-13,influencer,Web,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.078
U102547,2025-11-02,social_ads,Web,Metro,18-24,True,2025-11-09,True,2025-11-15,True,Voter,0.435
U102548,2025-10-03,social_ads,Web,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.156
U102549,2025-10-17,social_ads,iOS,Tier 1,35-44,True,2025-10-26,False,,False,Browser,0.452
U102550,2025-09-15,organic,Android,Metro,18-24,True,2025-09-16,True,2025-09-18,False,Voter,0.115
U102551,2025-09-15,app_store,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.113
U102552,2025-10-24,influencer,Android,Tier 2,18-24,True,2025-11-02,True,2025-11-07,True,Creator,0.673
U102553,2025-10-08,organic,Android,Tier 1,25-34,True,2025-10-20,True,2025-10-20,True,Creator,0.779
U102554,2025-09-09,influencer,iOS,Tier 1,18-24,True,2025-09-22,False,,False,Browser,0.331
U102555,2025-10-20,social_ads,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.63
U102556,2025-10-06,organic,Web,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.373
U102557,2025-11-09,social_ads,Android,Tier 1,18-24,True,2025-11-17,False,,False,Browser,0.652
U102558,2025-10-26,social_ads,Android,Tier 2,18-24,True,2025-10-30,False,,False,Browser,0.449
U102559,2025-10-22,organic,iOS,Tier 2,25-34,True,2025-11-05,False,,False,Browser,0.299
U102560,2025-09-24,referral,iOS,Tier 3,45+,True,2025-09-26,True,2025-10-01,True,Voter,0.086
U102561,2025-10-21,social_ads,Android,Tier 3,25-34,True,2025-11-01,True,2025-11-02,False,Voter,0.27
U102562,2025-11-13,referral,iOS,Metro,25-34,True,2025-11-26,True,2025-12-01,False,Voter,0.226
U102563,2025-09-11,social_ads,Android,Tier 2,25-34,True,2025-09-17,False,,False,Browser,0.681
U102564,2025-11-07,referral,Android,Tier 2,25-34,True,2025-11-15,False,,False,Browser,0.624
U102565,2025-09-14,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.499
U102566,2025-10-26,organic,Web,Tier 3,25-34,True,2025-10-26,True,2025-11-01,True,Voter,0.5
U102567,2025-09-04,organic,Android,Tier 3,25-34,True,2025-09-06,False,,True,Browser,0.775
U102568,2025-09-29,social_ads,Android,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.186
U102569,2025-09-03,referral,Android,Metro,18-24,True,2025-09-12,True,2025-09-15,False,Voter,0.308
U102570,2025-10-31,referral,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.302
U102571,2025-09-27,app_store,Web,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.121
U102572,2025-10-09,social_ads,Android,Tier 3,35-44,False,,False,,False,Dropped (no onboarding),0.202
U102573,2025-10-14,organic,iOS,Metro,35-44,True,2025-10-22,True,2025-10-29,False,Voter,0.338
U102574,2025-09-11,social_ads,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.252
U102575,2025-09-16,referral,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.013
U102576,2025-11-02,social_ads,iOS,Metro,45+,True,2025-11-04,False,,False,Browser,0.447
U102577,2025-10-22,app_store,Web,Tier 1,18-24,True,2025-11-01,False,,True,Browser,0.271
U102578,2025-10-16,social_ads,Web,Tier 3,25-34,True,2025-10-24,True,2025-10-25,True,Voter,0.453
U102579,2025-11-06,app_store,iOS,Metro,18-24,True,2025-11-10,False,,False,Browser,0.402
U102580,2025-09-25,social_ads,Android,Tier 2,35-44,True,2025-09-27,False,,False,Browser,0.026
U102581,2025-10-03,organic,Android,Tier 1,18-24,True,2025-10-09,False,,True,Browser,0.595
U102582,2025-11-20,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.407
U102583,2025-10-06,app_store,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.275
U102584,2025-11-01,organic,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.403
U102585,2025-09-24,social_ads,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.294
U102586,2025-10-02,social_ads,iOS,Tier 1,18-24,True,2025-10-12,True,2025-10-19,True,Voter,0.454
U102587,2025-09-21,social_ads,Android,Tier 3,35-44,True,2025-09-23,False,,False,Browser,0.161
U102588,2025-10-18,organic,Web,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.493
U102589,2025-09-24,social_ads,Android,Tier 3,18-24,True,2025-10-02,True,2025-10-02,True,Voter,0.519
U102590,2025-10-21,organic,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.589
U102591,2025-09-27,social_ads,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.461
U102592,2025-10-07,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.149
U102593,2025-10-14,app_store,Android,Metro,18-24,True,2025-10-22,True,2025-10-25,True,Creator,0.78
U102594,2025-09-17,referral,Web,Tier 1,35-44,True,2025-09-18,False,,False,Browser,0.038
U102595,2025-10-23,app_store,Web,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.239
U102596,2025-09-11,organic,iOS,Tier 2,18-24,True,2025-09-24,True,2025-09-29,True,Voter,0.225
U102597,2025-09-12,social_ads,Android,Metro,25-34,True,2025-09-25,False,,False,Browser,0.571
U102598,2025-10-27,social_ads,Android,Metro,18-24,True,2025-10-29,False,,False,Browser,0.408
U102599,2025-10-16,organic,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.444
U102600,2025-11-05,social_ads,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.093
U102601,2025-11-13,app_store,Web,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.324
U102602,2025-10-31,influencer,Android,Metro,25-34,True,2025-11-08,True,2025-11-09,True,Voter,0.193
U102603,2025-10-04,organic,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.144
U102604,2025-10-25,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.158
U102605,2025-09-24,referral,Android,Tier 1,18-24,True,2025-09-29,True,2025-10-06,True,Voter,0.304
U102606,2025-11-01,influencer,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.103
U102607,2025-11-09,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.314
U102608,2025-09-26,influencer,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.169
U102609,2025-10-08,social_ads,Web,Tier 1,25-34,True,2025-10-13,False,,False,Browser,0.323
U102610,2025-11-10,referral,iOS,Tier 3,25-34,True,2025-11-20,True,2025-11-25,True,Voter,0.384
U102611,2025-10-11,social_ads,iOS,Tier 2,35-44,True,2025-10-21,False,,True,Browser,0.344
U102612,2025-10-18,social_ads,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.18
U102613,2025-10-20,app_store,iOS,Metro,35-44,True,2025-11-01,False,,False,Browser,0.684
U102614,2025-10-07,influencer,iOS,Tier 1,45+,False,,False,,False,Dropped (no onboarding),0.138
U102615,2025-10-26,referral,Android,Tier 2,45+,False,,False,,False,Dropped (no onboarding),0.761
U102616,2025-10-31,social_ads,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.118
U102617,2025-09-05,app_store,iOS,Tier 3,18-24,True,2025-09-05,False,,False,Browser,0.321
U102618,2025-09-26,social_ads,Web,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.374
U102619,2025-09-14,organic,Web,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.183
U102620,2025-09-25,influencer,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.111
U102621,2025-09-03,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.449
U102622,2025-09-20,app_store,Android,Tier 1,35-44,True,2025-09-27,True,2025-10-02,True,Creator,0.622
U102623,2025-09-30,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.364
U102624,2025-10-13,referral,Android,Tier 2,35-44,True,2025-10-17,False,,False,Browser,0.455
U102625,2025-10-17,referral,Android,Tier 1,25-34,True,2025-10-31,False,,True,Browser,0.368
U102626,2025-09-17,referral,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.311
U102627,2025-11-07,referral,Android,Tier 2,25-34,True,2025-11-12,True,2025-11-13,True,Creator,0.695
U102628,2025-11-09,organic,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.644
U102629,2025-11-16,referral,Web,Metro,35-44,True,2025-11-21,True,2025-11-23,True,Voter,0.494
U102630,2025-11-12,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.528
U102631,2025-10-03,app_store,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.497
U102632,2025-10-02,social_ads,iOS,Tier 1,18-24,True,2025-10-12,False,,True,Browser,0.378
U102633,2025-09-11,organic,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.713
U102634,2025-10-27,referral,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.379
U102635,2025-10-07,app_store,iOS,Tier 2,45+,True,2025-10-11,False,,False,Browser,0.507
U102636,2025-11-20,organic,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.447
U102637,2025-09-20,organic,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.377
U102638,2025-10-09,influencer,Web,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.185
U102639,2025-09-28,social_ads,Android,Metro,18-24,True,2025-10-09,True,2025-10-10,False,Voter,0.364
U102640,2025-10-08,organic,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.547
U102641,2025-11-13,social_ads,Android,Metro,18-24,True,2025-11-17,True,2025-11-18,False,Voter,0.394
U102642,2025-09-15,organic,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.391
U102643,2025-09-26,referral,Android,Tier 3,18-24,True,2025-10-02,False,,False,Browser,0.344
U102644,2025-10-06,referral,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.447
U102645,2025-10-16,social_ads,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.386
U102646,2025-09-24,influencer,Web,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.067
U102647,2025-10-17,influencer,iOS,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.611
U102648,2025-09-29,social_ads,Android,Tier 3,18-24,True,2025-10-05,False,,False,Browser,0.081
U102649,2025-10-31,influencer,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.235
U102650,2025-09-10,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.283
U102651,2025-09-03,app_store,iOS,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.26
U102652,2025-09-27,referral,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.224
U102653,2025-10-09,influencer,iOS,Metro,18-24,True,2025-10-23,False,,False,Browser,0.152
U102654,2025-09-12,social_ads,Web,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.342
U102655,2025-10-29,influencer,Android,Metro,25-34,True,2025-11-07,True,2025-11-10,True,Creator,0.835
U102656,2025-10-31,organic,Android,Tier 3,18-24,True,2025-11-03,True,2025-11-04,True,Voter,0.355
U102657,2025-09-12,influencer,Android,Tier 3,18-24,True,2025-09-26,False,,False,Browser,0.541
U102658,2025-10-14,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.134
U102659,2025-09-16,organic,Android,Tier 1,35-44,True,2025-09-28,True,2025-09-30,False,Voter,0.551
U102660,2025-10-18,influencer,iOS,Tier 3,35-44,False,,False,,False,Dropped (no onboarding),0.117
U102661,2025-09-08,organic,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.435
U102662,2025-09-20,referral,Android,Tier 1,18-24,True,2025-09-22,True,2025-09-24,True,Voter,0.558
U102663,2025-10-24,influencer,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.209
U102664,2025-11-03,organic,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.309
U102665,2025-09-17,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.27
U102666,2025-10-03,social_ads,Web,Metro,25-34,True,2025-10-07,False,,False,Browser,0.418
U102667,2025-09-24,referral,Web,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.33
U102668,2025-09-14,referral,Web,Tier 2,18-24,True,2025-09-15,False,,False,Browser,0.18
U102669,2025-11-14,social_ads,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.044
U102670,2025-09-01,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.139
U102671,2025-11-11,social_ads,Android,Tier 2,25-34,True,2025-11-25,True,2025-12-01,False,Voter,0.284
U102672,2025-11-01,app_store,Web,Tier 1,35-44,True,2025-11-04,False,,False,Browser,0.494
U102673,2025-09-10,influencer,Web,Tier 2,25-34,True,2025-09-15,False,,False,Browser,0.358
U102674,2025-10-05,organic,iOS,Tier 3,45+,True,2025-10-09,False,,False,Browser,0.423
U102675,2025-09-17,organic,Android,Metro,25-34,True,2025-09-22,False,,False,Browser,0.048
U102676,2025-10-20,social_ads,Android,Tier 3,35-44,True,2025-10-29,False,,False,Browser,0.431
U102677,2025-11-19,referral,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.061
U102678,2025-09-21,social_ads,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.264
U102679,2025-10-27,social_ads,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.281
U102680,2025-10-05,app_store,iOS,Tier 3,25-34,True,2025-10-17,False,,False,Browser,0.49
U102681,2025-09-21,referral,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.666
U102682,2025-09-24,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.456
U102683,2025-10-23,app_store,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.274
U102684,2025-11-10,referral,Android,Tier 2,45+,True,2025-11-11,True,2025-11-13,True,Creator,0.933
U102685,2025-09-09,social_ads,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.525
U102686,2025-10-26,referral,Android,Tier 1,18-24,True,2025-11-01,False,,True,Browser,0.159
U102687,2025-09-12,social_ads,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.1
U102688,2025-10-06,referral,Android,Tier 1,35-44,True,2025-10-18,False,,False,Browser,0.365
U102689,2025-09-24,organic,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.63
U102690,2025-11-19,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.181
U102691,2025-09-15,referral,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.407
U102692,2025-10-28,referral,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.626
U102693,2025-11-17,referral,iOS,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.638
U102694,2025-11-13,social_ads,Android,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.525
U102695,2025-11-06,referral,Android,Tier 3,25-34,True,2025-11-18,True,2025-11-20,False,Voter,0.361
U102696,2025-10-31,app_store,Android,Tier 3,18-24,True,2025-11-01,True,2025-11-05,True,Creator,0.951
U102697,2025-10-25,influencer,Android,Tier 3,45+,False,,False,,False,Dropped (no onboarding),0.493
U102698,2025-10-16,influencer,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.17
U102699,2025-10-22,organic,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.283
U102700,2025-09-20,organic,Android,Metro,25-34,True,2025-09-29,False,,True,Browser,0.295
U102701,2025-09-04,social_ads,Android,Tier 1,25-34,True,2025-09-12,True,2025-09-16,False,Creator,0.639
U102702,2025-11-07,social_ads,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.332
U102703,2025-10-13,social_ads,Android,Metro,25-34,True,2025-10-22,False,,False,Browser,0.23
U102704,2025-10-30,app_store,Web,Metro,18-24,True,2025-10-30,False,,False,Browser,0.441
U102705,2025-10-25,social_ads,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.287
U102706,2025-09-30,social_ads,iOS,Tier 1,35-44,True,2025-10-04,True,2025-10-06,False,Voter,0.569
U102707,2025-10-06,influencer,Web,Tier 3,35-44,True,2025-10-08,True,2025-10-10,True,Creator,0.748
U102708,2025-09-11,social_ads,iOS,Tier 1,18-24,True,2025-09-16,False,,False,Browser,0.224
U102709,2025-11-04,referral,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.228
U102710,2025-10-25,referral,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.4
U102711,2025-10-12,influencer,iOS,Tier 1,25-34,True,2025-10-15,False,,False,Browser,0.214
U102712,2025-10-04,influencer,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.275
U102713,2025-10-07,influencer,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.479
U102714,2025-09-16,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.343
U102715,2025-11-08,influencer,Android,Tier 2,35-44,True,2025-11-10,False,,False,Browser,0.187
U102716,2025-11-27,social_ads,iOS,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.384
U102717,2025-10-16,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.097
U102718,2025-10-07,organic,Android,Metro,18-24,True,2025-10-12,True,2025-10-15,False,Voter,0.616
U102719,2025-10-22,app_store,Android,Tier 1,25-34,True,2025-11-05,False,,True,Browser,0.2
U102720,2025-11-04,app_store,iOS,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.42
U102721,2025-09-07,social_ads,iOS,Tier 2,25-34,True,2025-09-16,True,2025-09-18,False,Voter,0.219
U102722,2025-10-07,organic,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.446
U102723,2025-10-28,referral,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.493
U102724,2025-09-17,social_ads,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.615
U102725,2025-09-26,referral,iOS,Tier 1,18-24,True,2025-10-03,True,2025-10-09,False,Creator,0.753
U102726,2025-09-29,app_store,Android,Metro,18-24,True,2025-10-09,False,,False,Browser,0.052
U102727,2025-09-28,organic,Android,Tier 3,18-24,True,2025-10-07,True,2025-10-08,True,Voter,0.202
U102728,2025-09-20,influencer,iOS,Tier 2,25-34,True,2025-09-27,False,,False,Browser,0.199
U102729,2025-09-17,social_ads,Android,Tier 3,18-24,True,2025-09-29,True,2025-10-02,True,Voter,0.365
U102730,2025-10-07,organic,Web,Metro,35-44,True,2025-10-18,False,,False,Browser,0.372
U102731,2025-10-22,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.227
U102732,2025-11-16,app_store,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.344
U102733,2025-10-02,referral,Android,Tier 1,18-24,True,2025-10-06,False,,False,Browser,0.629
U102734,2025-10-14,organic,iOS,Metro,18-24,True,2025-10-15,False,,False,Browser,0.38
U102735,2025-10-07,influencer,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.349
U102736,2025-09-15,influencer,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.33
U102737,2025-10-24,app_store,Web,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.367
U102738,2025-10-16,organic,iOS,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.336
U102739,2025-10-06,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.5
U102740,2025-09-10,organic,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.416
U102741,2025-09-14,social_ads,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.183
U102742,2025-09-26,referral,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.383
U102743,2025-11-10,social_ads,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.141
U102744,2025-11-10,organic,iOS,Metro,25-34,True,2025-11-17,False,,False,Browser,0.234
U102745,2025-10-04,organic,Android,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.436
U102746,2025-09-08,app_store,iOS,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.283
U102747,2025-10-06,organic,Web,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.204
U102748,2025-10-04,app_store,Web,Tier 3,35-44,True,2025-10-08,False,,False,Browser,0.162
U102749,2025-10-23,social_ads,iOS,Tier 3,35-44,True,2025-10-31,True,2025-11-07,True,Creator,0.762
U102750,2025-10-28,social_ads,iOS,Tier 1,25-34,True,2025-11-10,False,,True,Browser,0.439
U102751,2025-09-18,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.745
U102752,2025-09-10,app_store,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.694
U102753,2025-10-28,organic,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.171
U102754,2025-10-18,social_ads,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.108
U102755,2025-10-21,referral,Android,Tier 1,25-34,True,2025-10-31,True,2025-11-05,True,Voter,0.575
U102756,2025-09-05,referral,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.344
U102757,2025-09-26,influencer,Android,Tier 1,25-34,True,2025-10-07,True,2025-10-08,False,Voter,0.278
U102758,2025-09-16,referral,iOS,Metro,25-34,True,2025-09-19,False,,False,Browser,0.22
U102759,2025-09-21,app_store,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.451
U102760,2025-09-17,referral,iOS,Tier 3,18-24,True,2025-09-30,False,,True,Browser,0.115
U102761,2025-10-13,referral,Android,Tier 1,18-24,True,2025-10-17,True,2025-10-24,False,Voter,0.472
U102762,2025-09-05,app_store,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.257
U102763,2025-10-21,influencer,Android,Tier 3,35-44,True,2025-10-25,False,,False,Browser,0.523
U102764,2025-09-25,social_ads,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.467
U102765,2025-09-24,organic,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.266
U102766,2025-11-09,referral,iOS,Metro,35-44,True,2025-11-18,True,2025-11-18,True,Voter,0.519
U102767,2025-09-21,referral,Web,Tier 2,35-44,True,2025-09-26,True,2025-09-29,False,Voter,0.453
U102768,2025-09-26,influencer,iOS,Tier 1,35-44,True,2025-10-05,True,2025-10-12,True,Voter,0.473
U102769,2025-09-24,referral,Android,Metro,18-24,True,2025-09-25,True,2025-09-27,True,Creator,0.693
U102770,2025-11-25,social_ads,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.41
U102771,2025-09-20,referral,Android,Metro,45+,True,2025-09-27,True,2025-09-29,False,Voter,0.29
U102772,2025-10-13,social_ads,iOS,Tier 2,25-34,True,2025-10-25,False,,False,Browser,0.655
